"FDL","TDL","FBDL","HDL","RDL","UDL","FMSB","FDB","TPB","TMSB","TDB","HPB","HMSB","HDB","RPB","RMSB","RDB","UMSB","max_M1","max_M2","max_M3","max_PM1","max_PM2","max_C","max_I1","max_I2","man_M1","man_M2","man_M3","man_PM1","man_PM2","man_C","man_I1","man_I2","FH_EF","FGT_EF","FLT_EF","FDE_EF","TPE_EF","TDE_EF","FBPE_EF","FBDE_EF","HPE_EF","HDE_EF","HME_EF","RPE_EF","RDE_EF","UPE_EF","UDE_EF","CT_EF","ISPR_EF","ILIS_EF","CC_Oss","TC_Oss"
1,0.997474745083333,0.996778411625,0.996898595416667,0.993590279791667,0.994958546541667,0.141497880355605,0.946167897875,0.702515728208333,0.200545010163233,0.524411637041667,0.442842202833333,0.0933504923093904,0.619486930791667,0.114236050981712,0.081285303242445,0.120767636034179,0.0872674754658658,-0.174082909169925,-0.0100699484774779,-0.00154381095151667,-0.106233902339997,-0.00877033364528204,-0.135082438883321,-0.106506443999325,-0.0649520292108887,-0.120932284446639,0.0135608157956383,0.00157129887103458,-0.107711828503055,-0.0122327621480913,-0.173023881545588,-0.232918220607917,-0.200695382798829,-0.284359577026208,-0.145204526862088,-0.0726839785491454,0.240585692413625,0.0398241819599996,-0.352652555946667,-0.0972255847369725,-0.340706784920417,-0.155660091322646,-0.0749628257356662,-0.0828513917139925,-0.0760440536059458,-0.32333455332275,-0.0671872045364458,-0.0682430473513958,-0.0753958990227083,-0.057381113480325,-0.0650463224989792,0.00581187633830046,0.299700486891667
0.997474745083333,1,0.998390285416667,0.996101678666667,0.99531248875,0.995925336875,0.141429664136921,0.944887805,0.707294156208333,0.207886188039413,0.527665980375,0.444543947125,0.0976292162194766,0.623817221291667,0.119011546857725,0.0814559489931183,0.127218479545742,0.0880492896064346,-0.17668439975165,-0.0103910011249042,-0.00154704224963625,-0.108077230684979,-0.00863684276455,-0.138484024372675,-0.106112753786608,-0.0580876436570621,-0.123233800436962,0.0140778789878859,0.00150901009869167,-0.106974715054954,-0.0118981338054867,-0.186066910020311,-0.232028930164846,-0.203087791162896,-0.286668049625208,-0.145074181429916,-0.0726927943573583,0.234012638195233,0.0294573035544371,-0.356467661625,-0.0985197580791125,-0.338710526415833,-0.157126649178512,-0.0747225260003746,-0.0839312936936292,-0.0760038802389308,-0.32170635134375,-0.0671779467297487,-0.0681771459809125,-0.0743474474603625,-0.0575768100328746,-0.0652121080957042,0.00153598454327625,0.296331089425
0.996778411625,0.998390285416667,1,0.995062689041667,0.995085188916667,0.995837313583333,0.14364343862717,0.944996524208333,0.707131127083333,0.210440613475125,0.528320969125,0.445598727708333,0.101863207090966,0.622579461625,0.120437196702879,0.0867295421018208,0.130490044872344,0.09144805593625,-0.174839606136112,-0.0104391617536638,-0.00161862098675792,-0.111974765907432,-0.00847618111597916,-0.140262837740308,-0.111214441400257,-0.0632639498711212,-0.118933242603317,0.0142919743449583,0.00156321140871958,-0.107730463008905,-0.0120135684700304,-0.182018747671958,-0.23091575478625,-0.201563828173096,-0.287572541865083,-0.139791367426411,-0.0724228922406117,0.234119170095221,0.029772990222155,-0.354146078645833,-0.09398629378305,-0.331790516779167,-0.159329694378092,-0.0746679022927875,-0.0829986938996958,-0.0759390437425329,-0.311729274804212,-0.0672736443536725,-0.0680489847201625,-0.0728145406207246,-0.0575758762053,-0.0650725047255029,-0.001469355688275,0.294132108708333
0.996898595416667,0.996101678666667,0.995062689041667,1,0.995776665666667,0.996142490583333,0.139254776111529,0.944313128208333,0.700375034541667,0.199195493861875,0.518557034458333,0.450304944583333,0.0973877789144771,0.630242023541667,0.118351686016692,0.0815987949060583,0.127529936410528,0.0928702895122062,-0.178402722918208,-0.00976228234529625,-0.00154997396526667,-0.108981670962104,-0.00858738714190667,-0.146557162884187,-0.111200939550324,-0.0700748444341883,-0.123459746329529,0.0140021143350712,0.00154316629910925,-0.111156155086613,-0.0120831923451167,-0.179285572942945,-0.233066710059379,-0.201439666965687,-0.28869074952025,-0.152364515619583,-0.0727031022911167,0.232819758584071,0.0356095458216833,-0.353759512483333,-0.105837450663773,-0.341601236724167,-0.151396481719538,-0.0746775570535421,-0.0875389157684462,-0.0758640614137929,-0.318493028319833,-0.0669986300371404,-0.068048206091155,-0.0771087026833383,-0.0569998601088546,-0.06498354401589,0.0033092940987925,0.299617114158333
0.993590279791667,0.99531248875,0.995085188916667,0.995776665666667,1,0.998563785458333,0.135363911850917,0.939725506166667,0.699075773916667,0.196076913084583,0.513637208416667,0.443918659791667,0.0928702845738292,0.627147178166667,0.122785302131146,0.0816634575110667,0.131093463292348,0.0933061304259104,-0.178639361273292,-0.00965348931549833,-0.00131832791612421,-0.10963824706365,-0.00811657409179063,-0.141651990277817,-0.110954427544687,-0.0650252573193783,-0.121842679374587,0.0134566538866263,0.0013956530207125,-0.105646218195863,-0.0120487458490246,-0.184090450693083,-0.233111683442588,-0.206391897723938,-0.297966148981542,-0.1527793254428,-0.0721543537214946,0.229907973036796,0.0284563668057308,-0.365852183825,-0.10506419605534,-0.342407953367083,-0.167991782178089,-0.0744985171479146,-0.0861794662395463,-0.07586938859105,-0.312893511746033,-0.0668989378532883,-0.06792141829283,-0.0756760432770079,-0.0574150026534125,-0.0649735777324458,-0.00530605411225375,0.289838118458333
0.994958546541667,0.995925336875,0.995837313583333,0.996142490583333,0.998563785458333,1,0.140596976207929,0.941825997333333,0.701188234,0.203768781576083,0.515919693,0.444023585791667,0.100267467765106,0.627419062416667,0.117878903166037,0.0847676955800792,0.128543479308454,0.0959687989647292,-0.177867014170358,-0.0096545357369,-0.001450127258,-0.109096132537571,-0.00826946522938458,-0.145237688849099,-0.1151252120629,-0.0658472463704833,-0.117504706762254,0.0134008438500879,0.00148330978761958,-0.105835774258675,-0.0120444048445304,-0.182551292684333,-0.236109275165108,-0.208628450729108,-0.289619441779417,-0.151895860550543,-0.0723546321409112,0.229704633404425,0.0331359776278325,-0.359754580195833,-0.102818412883716,-0.3450914891425,-0.164849673193575,-0.07456601366076,-0.0862039720123242,-0.0759169196337142,-0.315815043401667,-0.0670502564059292,-0.0679705438730189,-0.0775525388640572,-0.05746090051801,-0.0649824242692,-0.001207197180875,0.295202599395833
0.141497880355605,0.141429664136921,0.14364343862717,0.139254776111529,0.135363911850917,0.140596976207929,1,0.259977829443792,0.496272077291667,0.71127145475,0.479165684958333,0.346206949958333,0.601725219041667,0.453725633791667,0.3850448755,0.531625721375,0.493285303041667,0.437622691458333,-0.0388115310637383,-0.00478291520453833,0.00255200027317333,-0.0368578458214654,0.00632244233330083,-0.00868046529616792,0.00644533972365375,-0.106828849839717,-0.00952933930155875,0.0150277208714042,-0.00013135393330125,-0.0716252354526421,0.00352093529722083,-6.20940585558333e-05,-0.0457953267359325,-0.1036801604668,0.223895018802417,0.0605618172173696,-0.00777524942950625,0.177638470814804,0.246181116972417,0.155201493558799,-0.00387434098752618,0.080166060002085,0.0694013571854433,-0.00977059649287637,0.0100244890248225,-0.0081081995748725,0.135403507814483,-0.00891657509733667,-0.0102910418200679,-0.0360311296588042,-0.00577971403646,-0.0103026518541446,0.180187155673375,0.15146691607325
0.946167897875,0.944887805,0.944996524208333,0.944313128208333,0.939725506166667,0.941825997333333,0.259977829443792,1,0.797500767208333,0.31576468457625,0.62862703425,0.54300070025,0.219255849277208,0.690466914208333,0.218871130949875,0.191096870784313,0.255870296127458,0.185371654969374,-0.175953548141087,-0.00967218990219833,-0.00107566355345417,-0.110163661970082,-0.00783282081141125,-0.13424415474776,-0.134592239230474,-0.0776440598517052,-0.12814886892098,0.0147668134835371,0.000982528097700001,-0.115428281631834,-0.0119329461776,-0.169795153096137,-0.219686048191378,-0.214073346917517,-0.238886022784079,-0.148170452165508,-0.0682010391841462,0.270900039214417,0.0762991416992208,-0.266568759303487,-0.09195367290524,-0.296287209157792,-0.149172250280108,-0.0700216220703329,-0.0795445783427042,-0.0708513305320208,-0.256934419055333,-0.061813841559175,-0.0630593004678033,-0.0725764558511492,-0.0529123273964761,-0.0609512013863021,0.04897981288805,0.303123799558333
0.702515728208333,0.707294156208333,0.707131127083333,0.700375034541667,0.699075773916667,0.701188234,0.496272077291667,0.797500767208333,1,0.546644333958333,0.801501418416667,0.631671129875,0.419034876083333,0.751226000708333,0.411539633125,0.343215051370833,0.503195939,0.393178421854167,-0.1670575816451,-0.00823768381656958,0.00143895976646667,-0.0873925335148875,-0.00403393668269375,-0.108043212473536,-0.101117387677997,-0.0753096425038687,-0.129203134452108,0.0139707218259847,0.0005124582575,-0.0846014471704983,-0.00760855675305,-0.156581487949521,-0.147790547918105,-0.190341489983833,-0.0723373950961583,-0.0952585206560667,-0.0537804137338812,0.33116834410625,0.171311069659276,-0.142172629633023,-0.0403019405096263,-0.212006100698042,-0.05898031185278,-0.0555180747163629,-0.062329251194223,-0.0551304385458292,-0.120209401859528,-0.0481839844346088,-0.048507104617275,-0.0477584025576653,-0.0393848027874892,-0.047753787697645,0.0969974181230667,0.313561752775
0.200545010163233,0.207886188039413,0.210440613475125,0.199195493861875,0.196076913084583,0.203768781576083,0.71127145475,0.31576468457625,0.546644333958333,1,0.565882190083333,0.4162243225,0.595883413666667,0.475154525458333,0.368740691916667,0.479954184958333,0.520123571333333,0.458776753625,-0.062271715679355,-0.00679793649041667,0.00077617101154875,-0.0930914359884625,-0.000481736055167917,-0.0100034180347225,-0.0144825469457,-0.0391782784857542,-0.0546706410752583,0.01571389339127,-0.000380476774174583,-0.0717254371352917,-0.00616838903835417,-0.009983590113975,-0.0700759592785323,-0.104746355013094,0.136357220494504,0.0050978925376875,-0.0164513551162629,0.18334786619065,0.164561835453358,0.0830690993394625,0.00903978003726292,0.017727545473702,0.0758071561244996,-0.0158181481685405,-0.00391748293855792,-0.0146051721987792,0.147451347405608,-0.013804837866,-0.0149430815485087,-0.0161626210902671,-0.0103597349128442,-0.014877869640485,0.145225751283842,0.183813321846667
