variable,posterior mean
u_m1,0.565390049
u_m1,0.496821111
u_m1,0.607070021
u_m1,0.677879984
u_m1,0.780272472
u_m1,0.498012756
u_m1,0.49901782
u_m1,0.511611878
u_m1,0.546729923
u_m1,0.140529883
u_m1,0.388023738
u_m1,0.721194845
u_m1,0.527479769
u_m1,0.69458211
u_m1,0.669188278
u_m1,0.715129179
u_m1,0.48124598
u_m1,0.54031349
u_m1,0.606394481
u_m1,0.728031482
u_m1,0.753224193
u_m1,0.766582282
u_m1,0.355773545
u_m1,0.459020622
u_m1,0.497643136
u_m1,0.723378566
u_m1,0.808481713
u_m1,0.507362247
u_m1,0.56168331
u_m1,0.49503023
u_m1,0.559879343
u_m1,0.19270868
u_m1,0.500551289
u_m1,0.588906721
u_m1,0.496898094
u_m1,0.500462862
u_m1,0.49963244
u_m1,0.552024731
u_m1,0.320671093
u_m1,0.624355607
u_m1,0.3694649
u_m1,0.745635283
u_m1,0.500319074
u_m1,0.532215185
u_m1,0.53808362
u_m1,0.576574806
u_m1,0.500489475
u_m1,0.556808628
u_m1,0.464602892
u_m1,0.694495877
u_m1,0.501260514
u_m1,0.324048267
u_m1,0.551641555
u_m1,0.599303512
u_m1,0.50490108
u_m1,0.584586771
u_m1,0.68862223
u_m1,0.497078273
u_m1,0.664057289
u_m1,0.661861821
u_m1,0.449318442
u_m1,0.499721028
u_m1,0.591222499
u_m1,0.633680155
u_m1,0.544816098
u_m1,0.355627904
u_m1,0.500569503
u_m1,0.589213687
u_m1,0.714445866
u_m1,0.67014946
u_m1,0.540110824
u_m1,0.472069592
u_m1,0.545151444
u_m1,0.401901357
u_m1,0.482345966
u_m1,0.49977115
u_m1,0.501030986
u_m1,0.498932255
u_m1,0.497977211
u_m1,0.49942929
u_m1,0.502245769
u_m1,0.500862593
u_m1,0.498824107
u_m1,0.503608739
